Current Official Name of Satellite,Country of Operator/Owner,Operator/Owner,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Date of Launch,Launch Mass (kg.),Dry Mass (kg.),Power (watts),Expected Lifetime (yrs.),Launch Vehicle,NORAD Number
Starlink-2170 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-04 00:00:00,260.0,,,4.0,Falcon 9,47753
Starlink-2171 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-04 00:00:00,260.0,,,4.0,Falcon 9,47754
Starlink-2174 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-04 00:00:00,260.0,,,4.0,Falcon 9,47756
Starlink-2175 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-04 00:00:00,260.0,,,4.0,Falcon 9,47757
Starlink-2178 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-04 00:00:00,260.0,,,4.0,Falcon 9,47760
Starlink-2179 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-04 00:00:00,260.0,,,4.0,Falcon 9,47761
Starlink-2180 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-04 00:00:00,260.0,,,4.0,Falcon 9,47762
Starlink-2181 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-04 00:00:00,260.0,,,4.0,Falcon 9,47763
Starlink-2182 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-04 00:00:00,260.0,,,4.0,Falcon 9,47764
Starlink-2184 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-04 00:00:00,260.0,,,4.0,Falcon 9,47766
Starlink-2185 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-04 00:00:00,260.0,,,4.0,Falcon 9,47767
Starlink-2186,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48561
Starlink-2187,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48562
Starlink-2188,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48563
Starlink-2189 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-04 00:00:00,260.0,,,4.0,Falcon 9,47768
Starlink-2190,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48564
Starlink-2191,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48565
Starlink-2192 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-04 00:00:00,260.0,,,4.0,Falcon 9,47769
Starlink-2193 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-04 00:00:00,260.0,,,4.0,Falcon 9,47770
Starlink-2194 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-04 00:00:00,260.0,,,4.0,Falcon 9,47771
Starlink-2195 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-04 00:00:00,260.0,,,4.0,Falcon 9,47772
Starlink-2196 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-04 00:00:00,260.0,,,4.0,Falcon 9,47773
Starlink-2197 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-04 00:00:00,260.0,,,4.0,Falcon 9,47774
Starlink-2198 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-04 00:00:00,260.0,,,4.0,Falcon 9,47775
Starlink-2209 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-04 00:00:00,260.0,,,4.0,Falcon 9,47776
Starlink-2210 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-04 00:00:00,260.0,,,4.0,Falcon 9,47777
Starlink-2211 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-04 00:00:00,260.0,,,4.0,Falcon 9,47778
Starlink-2212 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-04 00:00:00,260.0,,,4.0,Falcon 9,47779
Starlink-2213,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48602
Starlink-2213 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-04 00:00:00,260.0,,,4.0,Falcon 9,47780
Starlink-2214,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48566
Starlink-2215,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48567
Starlink-2216 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,48012
Starlink-2217,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48568
Starlink-2218 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,47999
Starlink-2219,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48569
Starlink-2220,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48570
Starlink-2221,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48571
Starlink-2222,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48572
Starlink-2223 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-04 00:00:00,260.0,,,4.0,Falcon 9,47781
Starlink-2224,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48573
Starlink-2225,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48574
Starlink-2226 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,48010
Starlink-2227,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48575
Starlink-2228,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48576
Starlink-2229 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,47992
Starlink-2231,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48577
Starlink-2232,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48578
Starlink-2233,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48579
Starlink-2234,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48580
Starlink-2235,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48581
Starlink-2236,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48582
Starlink-2237,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48583
Starlink-2238,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48584
Starlink-2240,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48585
Starlink-2241,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48586
Starlink-2242,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48587
Starlink-2243 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,48013
Starlink-2244,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48588
Starlink-2245,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48589
Starlink-2247,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-09 00:00:00,260.0,,,4.0,Falcon 9,48446
Starlink-2248,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48591
Starlink-2249,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48592
Starlink-2250,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48593
Starlink-2251,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48594
Starlink-2252,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48595
Starlink-2253,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48596
Starlink-2254 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,48005
Starlink-2255,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48597
Starlink-2256,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48598
Starlink-2257 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-11 00:00:00,260.0,,,4.0,Falcon 9,47787
Starlink-2258 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47860
Starlink-2260 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,47996
Starlink-2262 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,48001
Starlink-2263 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,48003
Starlink-2264 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,48028
Starlink-2265 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,48002
Starlink-2266 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,47997
Starlink-2267 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,48031
Starlink-2268 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,48030
Starlink-2269,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-09 00:00:00,260.0,,,4.0,Falcon 9,48447
Starlink-2270 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,48000
Starlink-2271 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,48008
Starlink-2272 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,48011
Starlink-2273 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,47993
Starlink-2274,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48599
Starlink-2275,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-05-15 00:00:00,260.0,,,4.0,Falcon 9,48600
Starlink-2278 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,48026
Starlink-2279 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,47991
Starlink-2280 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47861
Starlink-2282 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,48018
Starlink-2283 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,48014
Starlink-2284 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,48016
Starlink-2285 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,48019
Starlink-2286 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,48033
Starlink-2288 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,48034
Starlink-2290 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,47994
Starlink-2291 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47862
Starlink-2292 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,48023
Starlink-2293 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47863
Starlink-2294 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,48020
Starlink-2295 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,48036
Starlink-2296 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,47998
Starlink-2298 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,48022
Starlink-2299 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,48029
Starlink-2300 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,48027
Starlink-2301 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,48021
Starlink-2303 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,47981
Starlink-2304 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47864
Starlink-2305 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,47989
Starlink-2307 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,47990
Starlink-2308 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,47985
Starlink-2309 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,47995
Starlink-2310 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47865
Starlink-2312 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,47980
Starlink-2314 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-11 00:00:00,260.0,,,4.0,Falcon 9,47788
Starlink-2315 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-11 00:00:00,260.0,,,4.0,Falcon 9,47789
Starlink-2317 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,47982
Starlink-2319 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-11 00:00:00,260.0,,,4.0,Falcon 9,47790
Starlink-2320 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47666
Starlink-2321 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47867
Starlink-2322 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-11 00:00:00,260.0,,,4.0,Falcon 9,47791
Starlink-2323 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47868
Starlink-2324 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47869
Starlink-2325 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-24 00:00:00,260.0,,,4.0,Falcon 9,47979
Starlink-2326 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47870
Starlink-2327 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47871
Starlink-2328 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47872
Starlink-2329 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47873
Starlink-2330 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47874
Starlink-2331 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47875
Starlink-2332 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47876
Starlink-2333 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47877
Starlink-2334 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-11 00:00:00,260.0,,,4.0,Falcon 9,47792
Starlink-2335 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47878
Starlink-2336 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47879
Starlink-2337 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47880
Starlink-2338 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-11 00:00:00,260.0,,,4.0,Falcon 9,47793
Starlink-2339 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47881
Starlink-2340 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47882
Starlink-2341 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-11 00:00:00,260.0,,,4.0,Falcon 9,47794
Starlink-2342 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47883
Starlink-2343 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47884
Starlink-2344 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47885
Starlink-2345 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47886
Starlink-2346 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47887
Starlink-2347 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-11 00:00:00,260.0,,,4.0,Falcon 9,47795
Starlink-2348 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47888
Starlink-2349 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47889
Starlink-2350 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47890
Starlink-2351 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47891
Starlink-2352 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47892
Starlink-2353 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47893
Starlink-2354 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47894
Starlink-2355 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47895
Starlink-2356 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47896
Starlink-2357 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47897
Starlink-2358 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47898
Starlink-2359 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47899
Starlink-2360 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47900
Starlink-2361 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47901
Starlink-2362 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47902
Starlink-2363 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47903
Starlink-2364 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47904
Starlink-2365 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47905
Starlink-2366 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47906
Starlink-2367 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47907
Starlink-2368 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47908
Starlink-2369 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47909
Starlink-2370 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47910
Starlink-2371 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47911
Starlink-2372 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47912
Starlink-2373 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-11 00:00:00,260.0,,,4.0,Falcon 9,47796
Starlink-2374 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47913
Starlink-2375 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47914
Starlink-2376 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47915
Starlink-2377 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-11 00:00:00,260.0,,,4.0,Falcon 9,47797
Starlink-2378 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-14 00:00:00,260.0,,,4.0,Falcon 9,47916
Starlink-2379 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-11 00:00:00,260.0,,,4.0,Falcon 9,47798
Starlink-2380 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-11 00:00:00,260.0,,,4.0,Falcon 9,47799
Starlink-2381 ,USA,SpaceX,Commercial,Communications,,LEO,Non-Polar Inclined,2021-03-11 00:00:00,260.0,,,4.0,Falcon 9,47800
